OBJECTID,agg_grp,year,month,day,stationid,use_pop_den_no_m2,use_biomass_den_kg_m2,depth_m,biomass_den_kg_m3,pop_den_no_m3,decslat_ctr,decslon_ctr
1,large jellyfish,2003,10,12,10,0.000000000000000,0.000000000000000,15.199999999999999,0.000000000000000,0.000000000000000,26.417999999999999,-97.201499999999996
2,large jellyfish,2008,11,8,104138,0.052085642667687,0.006927390474802,20.100000000000001,0.139240548543528,1.046921417620510,29.308000000000000,-94.655415000000005
3,large jellyfish,2008,11,8,104139,2.395939562713610,0.989627210686057,20.100000000000001,19.891506934789700,48.158385210543599,29.286999999999999,-94.642415000000000
4,large jellyfish,2008,11,8,104140,0.000000000000000,0.000000000000000,23.800000000000001,0.000000000000000,0.000000000000000,29.310500000000001,-94.591414999999998
5,large jellyfish,2008,11,8,104141,0.043404702223073,0.008355405177941,25.600000000000001,0.213898372555302,1.111160376910660,29.289000000000001,-94.607164999999995
6,large jellyfish,2008,11,8,104142,0.026042821333844,0.000182299749337,23.800000000000001,0.004338734034218,0.619819147745478,29.260999999999999,-94.641914999999997
7,large jellyfish,2008,11,8,104143,0.000000000000000,0.000000000000000,16.500000000000000,0.000000000000000,0.000000000000000,29.276000000000000,-94.707584999999995
8,large jellyfish,2008,11,8,104144,0.130214106669218,0.000625027712012,23.800000000000001,0.014875659545892,3.099095738727390,29.211500000000001,-94.727334999999997
9,large jellyfish,2008,11,19,104146,0.312513856006123,0.067711335467993,18.300000000000001,1.239117439064280,5.719003564912050,29.346000000000000,-94.658334999999994
10,large jellyfish,2008,11,19,104147,1.302141066692180,0.260428213338436,18.300000000000001,4.765836304093380,23.829181520466900,29.355000000000000,-94.628000000000000
11,large jellyfish,2008,11,19,104148,0.937541568018370,0.273449624005358,18.300000000000001,5.004128119298050,17.157010694736201,29.359500000000001,-94.612084999999993
12,large jellyfish,2008,11,19,104149,0.781284640015308,0.234385392004592,20.100000000000001,4.711146379292300,15.703821264307701,29.372000000000000,-94.562250000000006
13,large jellyfish,2008,11,19,104150,0.208342570670749,0.065107053334609,20.100000000000001,1.308651772025640,4.187685670482050,29.361999999999998,-94.557834999999997
14,large jellyfish,2008,11,19,104151,0.026042821333844,0.001197969781357,21.899999999999999,0.026235538211714,0.570337787211175,29.355000000000000,-94.496584999999996
15,large jellyfish,2008,11,19,104152,0.000000000000000,0.000000000000000,18.300000000000001,0.000000000000000,0.000000000000000,29.414999999999999,-94.525665000000004
16,large jellyfish,2008,11,19,104153,0.026042821333844,0.002291768277378,14.600000000000000,0.033459816849722,0.380225191474117,29.441500000000001,-94.564499999999995
17,large jellyfish,2008,11,3,104154,0.000000000000000,0.000000000000000,31.100000000000001,0.000000000000000,0.000000000000000,26.210000000000001,-97.107915000000006
18,large jellyfish,2008,11,3,104155,0.000000000000000,0.000000000000000,34.700000000000003,0.000000000000000,0.000000000000000,26.260500000000000,-97.076999999999998
19,large jellyfish,2008,11,3,104159,0.000000000000000,0.000000000000000,29.300000000000001,0.000000000000000,0.000000000000000,26.326499999999999,-97.158415000000005
20,large jellyfish,2008,11,3,104160,0.000000000000000,0.000000000000000,21.899999999999999,0.000000000000000,0.000000000000000,26.309500000000000,-97.176085000000000
21,large jellyfish,2008,11,3,104161,0.000000000000000,0.000000000000000,29.300000000000001,0.000000000000000,0.000000000000000,26.275500000000001,-97.125164999999996
22,large jellyfish,2008,11,18,104162,0.156256928003062,0.086826766327035,12.800000000000001,1.111382608986040,2.000088678439190,26.021500000000000,-97.141499999999994
23,large jellyfish,2008,11,18,104163,0.120568617286313,0.022618672602912,12.800000000000001,0.289519009317277,1.543278301264810,25.991499999999998,-97.139915000000002
24,large jellyfish,2008,11,18,104166,0.000000000000000,0.000000000000000,31.100000000000001,0.000000000000000,0.000000000000000,26.107500000000002,-97.107335000000006
25,large jellyfish,2008,11,18,104167,0.120568617286313,0.012394453857033,20.100000000000001,0.249128522526363,2.423429207454890,26.208500000000001,-97.157084999999995
26,large jellyfish,2008,11,18,104168,0.078128464001531,0.036485992688715,23.800000000000001,0.868366625991415,1.859457443236430,26.106000000000002,-97.137915000000007
27,large jellyfish,2008,11,18,104169,0.000000000000000,0.000000000000000,18.300000000000001,0.000000000000000,0.000000000000000,26.091500000000000,-97.140749999999997
28,large jellyfish,2008,11,8,104170,0.021702351111536,0.000802986991127,9.100000000000000,0.007307181619254,0.197491395114980,27.843000000000000,-97.034334999999999
29,large jellyfish,2008,11,8,104171,0.179605664371335,0.143684531497068,18.300000000000001,2.629426926396340,3.286783657995430,27.704499999999999,-97.128084999999999
30,large jellyfish,2008,11,8,104172,0.000000000000000,0.000000000000000,21.899999999999999,0.000000000000000,0.000000000000000,27.721000000000000,-97.077915000000004
31,large jellyfish,2008,11,8,104173,0.399043230115345,0.321334811619199,27.399999999999999,8.804573838366050,10.933784505160499,27.707999999999998,-97.058165000000002
32,large jellyfish,2008,11,17,104178,0.477451724453799,0.317939443784007,16.500000000000000,5.246000822436120,7.877953453487680,27.856500000000000,-97.023584999999997
33,large jellyfish,2008,11,17,104179,0.086809404446145,0.042319584667496,11.000000000000000,0.465515431342454,0.954903448907598,27.910000000000000,-96.986414999999994
34,large jellyfish,2008,11,17,104180,0.412344671119190,0.278267545952119,16.500000000000000,4.591414508209960,6.803687073466630,27.909500000000001,-96.974085000000002
35,large jellyfish,2008,11,17,104181,0.000000000000000,0.000000000000000,16.500000000000000,0.000000000000000,0.000000000000000,27.944500000000001,-96.942414999999997
36,large jellyfish,2008,11,17,104182,0.000000000000000,0.000000000000000,14.600000000000000,0.000000000000000,0.000000000000000,27.973500000000001,-96.927165000000002
37,large jellyfish,2008,11,17,104184,0.021702351111536,0.000021702351112,29.300000000000001,0.000635878887568,0.635878887568014,27.910000000000000,-96.876085000000003
38,large jellyfish,2008,11,17,104185,0.086809404446145,0.053170760223264,21.899999999999999,1.164439648889480,1.901125957370580,27.876500000000000,-96.959164999999999
39,large jellyfish,2008,11,13,104186,0.125205871797325,0.013321904759235,16.500000000000000,0.219811428527384,2.065896884655860,29.605499999999999,-93.773250000000004
40,large jellyfish,2008,11,13,104187,0.926523451300205,0.252415037543407,20.100000000000001,5.073542254622480,18.623121371134101,29.540500000000002,-93.825415000000007
41,large jellyfish,2008,11,13,104188,0.025041174359465,0.007186817041166,11.000000000000000,0.079054987452831,0.275452917954115,29.605499999999999,-93.875500000000002
42,large jellyfish,2008,11,13,104189,0.250411743594650,0.046576584308605,9.100000000000000,0.423846917208305,2.278746866711320,29.623000000000001,-93.924665000000005
43,large jellyfish,2008,11,13,104190,0.025041174359465,0.010892910846367,7.300000000000000,0.079518249178481,0.182800572824094,29.658000000000001,-93.972165000000004
44,large jellyfish,2008,11,13,104191,1.076770497456990,0.386886143853734,11.000000000000000,4.255747582391070,11.844475472026900,29.609000000000002,-93.977414999999993
45,large jellyfish,2008,11,13,104192,0.525864661548765,0.253166272774191,12.800000000000001,3.240528291509650,6.731067667824190,29.609500000000001,-94.022165000000001
46,large jellyfish,2008,11,13,104193,1.151894020535390,0.424447905392932,12.800000000000001,5.432933189029530,14.744243462852999,29.625000000000000,-94.042000000000002
47,large jellyfish,2008,11,17,104194,0.325535266673045,0.071993376283462,12.800000000000001,0.921515216428312,4.166851413414980,29.622499999999999,-93.790584999999993
48,large jellyfish,2008,11,17,104195,0.050082348718930,0.007186817041166,14.600000000000000,0.104927528801030,0.731202291296378,29.624500000000001,-93.774334999999994
49,large jellyfish,2008,11,17,104196,0.050082348718930,0.008764411025813,7.300000000000000,0.063980200488433,0.365601145648189,29.692000000000000,-93.775665000000004
50,large jellyfish,2008,11,17,104197,0.050082348718930,0.006034923020631,9.100000000000000,0.054917799487743,0.455749373342263,29.689000000000000,-93.755414999999999
51,large jellyfish,2008,11,17,104198,0.050082348718930,0.009665893302753,11.000000000000000,0.106324826330288,0.550905835908230,29.689499999999999,-93.691585000000003
52,large jellyfish,2008,11,17,104199,0.425699964110905,0.129963694925623,14.600000000000000,1.897469945914100,6.215219476019210,29.677000000000000,-93.574335000000005
53,large jellyfish,2008,11,17,104200,0.000000000000000,0.000000000000000,14.600000000000000,0.000000000000000,0.000000000000000,29.658999999999999,-93.575665000000001
54,large jellyfish,2008,11,17,104201,0.000000000000000,0.000000000000000,18.300000000000001,0.000000000000000,0.000000000000000,29.607500000000002,-93.690250000000006
55,large jellyfish,2008,6,2,104202,0.000000000000000,0.000000000000000,18.300000000000001,0.000000000000000,0.000000000000000,29.312000000000001,-94.689085000000006
56,large jellyfish,2008,6,2,104203,0.000000000000000,0.000000000000000,23.800000000000001,0.000000000000000,0.000000000000000,29.222999999999999,-94.675084999999996
57,large jellyfish,2008,6,2,104204,0.000000000000000,0.000000000000000,23.800000000000001,0.000000000000000,0.000000000000000,29.178500000000000,-94.757665000000003
58,large jellyfish,2008,6,2,104205,0.000000000000000,0.000000000000000,27.399999999999999,0.000000000000000,0.000000000000000,29.123000000000001,-94.811000000000007
59,large jellyfish,2008,6,2,104206,0.000000000000000,0.000000000000000,21.899999999999999,0.000000000000000,0.000000000000000,29.163000000000000,-94.838750000000005
60,large jellyfish,2008,6,2,104207,0.000000000000000,0.000000000000000,18.300000000000001,0.000000000000000,0.000000000000000,29.192499999999999,-94.878749999999997
61,large jellyfish,2008,6,2,104208,0.000000000000000,0.000000000000000,12.800000000000001,0.000000000000000,0.000000000000000,29.230000000000000,-94.856499999999997
62,large jellyfish,2008,6,2,104209,0.000000000000000,0.000000000000000,18.300000000000001,0.000000000000000,0.000000000000000,29.224000000000000,-94.777334999999994
63,large jellyfish,2008,6,24,104210,0.000000000000000,0.000000000000000,18.300000000000001,0.000000000000000,0.000000000000000,29.311000000000000,-94.655914999999993
64,large jellyfish,2008,6,24,104211,0.000000000000000,0.000000000000000,21.899999999999999,0.000000000000000,0.000000000000000,29.291000000000000,-94.630414999999999
65,large jellyfish,2008,6,24,104212,0.000000000000000,0.000000000000000,23.800000000000001,0.000000000000000,0.000000000000000,29.279000000000000,-94.612084999999993
66,large jellyfish,2008,6,24,104213,0.000000000000000,0.000000000000000,21.899999999999999,0.000000000000000,0.000000000000000,29.373999999999999,-94.480500000000006
67,large jellyfish,2008,6,24,104214,0.000000000000000,0.000000000000000,5.500000000000000,0.000000000000000,0.000000000000000,29.441500000000001,-94.637164999999996
68,large jellyfish,2008,6,24,104215,0.000000000000000,0.000000000000000,14.600000000000000,0.000000000000000,0.000000000000000,29.390000000000001,-94.630250000000004
69,large jellyfish,2008,6,24,104216,0.000000000000000,0.000000000000000,16.500000000000000,0.000000000000000,0.000000000000000,29.360499999999998,-94.607749999999996
70,large jellyfish,2008,6,24,104217,0.000000000000000,0.000000000000000,16.500000000000000,0.000000000000000,0.000000000000000,29.343000000000000,-94.628834999999995
71,large jellyfish,2008,6,11,104218,0.000000000000000,0.000000000000000,16.500000000000000,0.000000000000000,0.000000000000000,26.228500000000000,-97.169415000000001
72,large jellyfish,2008,6,11,104219,0.000000000000000,0.000000000000000,29.300000000000001,0.000000000000000,0.000000000000000,26.224000000000000,-97.123165000000000
73,large jellyfish,2008,6,11,104220,0.000000000000000,0.000000000000000,31.100000000000001,0.000000000000000,0.000000000000000,26.224000000000000,-97.108165000000000
74,large jellyfish,2008,6,11,104221,0.000000000000000,0.000000000000000,27.399999999999999,0.000000000000000,0.000000000000000,26.222500000000000,-97.141334999999998
75,large jellyfish,2008,6,11,104222,0.000000000000000,0.000000000000000,32.899999999999999,0.000000000000000,0.000000000000000,26.242500000000000,-97.091250000000002
76,large jellyfish,2008,6,23,104231,0.000000000000000,0.000000000000000,31.100000000000001,0.000000000000000,0.000000000000000,26.208500000000001,-97.111085000000003
77,large jellyfish,2008,6,23,104232,0.000000000000000,0.000000000000000,14.600000000000000,0.000000000000000,0.000000000000000,26.143000000000001,-97.158085000000000
78,large jellyfish,2008,6,9,104234,0.000000000000000,0.000000000000000,16.500000000000000,0.000000000000000,0.000000000000000,27.946500000000000,-96.945335000000000
79,large jellyfish,2008,6,9,104235,0.000000000000000,0.000000000000000,7.300000000000000,0.000000000000000,0.000000000000000,27.953499999999998,-96.950665000000001
80,large jellyfish,2008,6,9,104236,0.000000000000000,0.000000000000000,14.600000000000000,0.000000000000000,0.000000000000000,27.978500000000000,-96.923665000000000
81,large jellyfish,2008,6,9,104238,0.000000000000000,0.000000000000000,27.399999999999999,0.000000000000000,0.000000000000000,27.945499999999999,-96.858000000000004
82,large jellyfish,2008,6,9,104239,0.000000000000000,0.000000000000000,27.399999999999999,0.000000000000000,0.000000000000000,27.943000000000001,-96.843999999999994
83,large jellyfish,2008,6,9,104240,0.000000000000000,0.000000000000000,36.600000000000001,0.000000000000000,0.000000000000000,27.861499999999999,-96.859335000000002
84,large jellyfish,2008,6,9,104241,0.000000000000000,0.000000000000000,25.600000000000001,0.000000000000000,0.000000000000000,27.908999999999999,-96.908000000000001
85,large jellyfish,2008,6,16,104242,0.000000000000000,0.000000000000000,18.300000000000001,0.000000000000000,0.000000000000000,27.792999999999999,-97.039334999999994
86,large jellyfish,2008,6,16,104244,0.000000000000000,0.000000000000000,16.500000000000000,0.000000000000000,0.000000000000000,27.658999999999999,-97.158415000000005
87,large jellyfish,2008,6,16,104245,0.000000000000000,0.000000000000000,23.800000000000001,0.000000000000000,0.000000000000000,27.645499999999998,-97.140084999999999
88,large jellyfish,2008,6,16,104249,0.000000000000000,0.000000000000000,29.300000000000001,0.000000000000000,0.000000000000000,27.828499999999998,-96.956164999999999
89,large jellyfish,2008,6,11,104250,0.000000000000000,0.000000000000000,18.300000000000001,0.000000000000000,0.000000000000000,29.611499999999999,-93.723500000000001
90,large jellyfish,2008,6,11,104251,0.000000000000000,0.000000000000000,16.500000000000000,0.000000000000000,0.000000000000000,29.640499999999999,-93.721500000000006
91,large jellyfish,2008,6,11,104252,0.000000000000000,0.000000000000000,12.800000000000001,0.000000000000000,0.000000000000000,29.672999999999998,-93.726500000000001
92,large jellyfish,2008,6,11,104253,0.000000000000000,0.000000000000000,12.800000000000001,0.000000000000000,0.000000000000000,29.676500000000001,-93.741915000000006
93,large jellyfish,2008,6,11,104254,0.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,0.000000000000000,29.690999999999999,-93.760835000000000
